"";"lm1";"l0";"l1";"a";"l_stop"
"12548";-5843,91178810051;-5843,91175205983;-5843,91171602605;0,999808716955097;-5843,72337268766
"12549";-5843,91175205983;-5843,91171602605;-5843,91167999918;0,999808352238137;-5843,72373118468
"12550";-5843,91171602605;-5843,91167999918;-5843,91164397919;0,999808744665469;-5843,72334546791
"12551";-5843,91167999918;-5843,91164397919;-5843,91160796611;0,999808430332889;-5843,72365449219
"12552";-5843,91164397919;-5843,91160796611;-5843,91157195993;0,999808418881483;-5843,72366572892
"12553";-5843,91160796611;-5843,91157195993;-5843,91153596065;0,999808180095904;-5843,72389968741
"12554";-5843,91157195993;-5843,91153596065;-5843,91149996826;0,999808699107444;-5843,72339052055
"12555";-5843,91153596065;-5843,91149996826;-5843,91146398275;0,999808662504411;-5843,72342651294
"12556";-5843,91149996826;-5843,91146398275;-5843,91142800415;0,99980817095683;-5843,72390843711
"12557";-5843,91146398275;-5843,91142800415;-5843,91139203245;0,999808386939067;-5843,72369702842
"12558";-5843,91142800415;-5843,91139203245;-5843,91135606764;0,999808223798403;-5843,72385672788
"12559";-5843,91139203245;-5843,91135606764;-5843,91132010971;0,999808616917096;-5843,72347151288
"12560";-5843,91135606764;-5843,91132010971;-5843,91128415869;0,999808125003146;-5843,72395319645
"12561";-5843,91132010971;-5843,91128415869;-5843,91124821454;0,999808543546894;-5843,72354359286
"12562";-5843,91128415869;-5843,91124821454;-5843,91121227729;0,999808279157288;-5843,72380249353
"12563";-5843,91124821454;-5843,91121227729;-5843,91117634694;0,999808065238383;-5843,72401140922
"12564";-5843,91121227729;-5843,91117634694;-5843,91114042347;0,999808509333885;-5843,7235772624
"12565";-5843,91117634694;-5843,91114042347;-5843,91110450688;0,999808143529906;-5843,72393494902
"12566";-5843,91114042347;-5843,91110450688;-5843,91106859719;0,999808334615703;-5843,72374830964
"12567";-5843,91110450688;-5843,91106859719;-5843,91103269438;0,999808171236678;-5843,72390787942
"12568";-5843,91106859719;-5843,91103269438;-5843,91099679846;0,999808185095607;-5843,72389435676
"12569";-5843,91103269438;-5843,91099679846;-5843,91096090942;0,999808198969575;-5843,72388082007
"12570";-5843,91099679846;-5843,91096090942;-5843,91092502727;0,999808111491177;-5843,72396612276
"12571";-5843,91096090942;-5843,91092502727;-5843,91088915199;0,999808378823508;-5843,72370524475
"12572";-5843,91092502727;-5843,91088915199;-5843,91085328361;0,999807936472605;-5843,72413643978
"12573";-5843,91088915199;-5843,91085328361;-5843,9108174221;0,999808229210898;-5843,72385136159
"12574";-5843,91085328361;-5843,9108174221;-5843,91078156747;0,9998081670665;-5843,72391194098
"12575";-5843,9108174221;-5843,91078156747;-5843,91074571974;0,999807901963999;-5843,72416987756
"12576";-5843,91078156747;-5843,91074571974;-5843,91070987887;0,999808118765731;-5843,72395902975
"12577";-5843,91074571974;-5843,91070987887;-5843,91067404489;0,999808284947592;-5843,72379711988
"12578";-5843,91070987887;-5843,91067404489;-5843,91063821778;0,999807791331793;-5843,72427713512
"12579";-5843,91067404489;-5843,91063821778;-5843,91060239755;0,999808160551113;-5843,72391839066
"12580";-5843,91063821778;-5843,91060239755;-5843,91056658419;0,999808250694342;-5843,72383061184
"12581";-5843,91060239755;-5843,91056658419;-5843,91053077773;0,999807553639027;-5843,72450711341
"12582";-5843,91056658419;-5843,91053077773;-5843,91049497813;0,999808126203275;-5843,7239518995
"12583";-5843,91053077773;-5843,91049497813;-5843,9104591854;0,999808089380656;-5843,7239876991
"12584";-5843,91049497813;-5843,9104591854;-5843,91042339955;0,999807874673608;-5843,72419612777
"12585";-5843,9104591854;-5843,91042339955;-5843,91038762057;0,999807913999148;-5843,72415799436
"12586";-5843,91042339955;-5843,91038762057;-5843,91035184847;0,999807902514835;-5843,72416913001
"12587";-5843,91038762057;-5843,91035184847;-5843,91031608324;0,999807891030993;-5843,72418026173
"12588";-5843,91035184847;-5843,91031608324;-5843,91028032487;0,999807981265929;-5843,72409277453
"12589";-5843,91031608324;-5843,91028032487;-5843,91024457338;0,99980781721535;-5843,724251738
"12590";-5843,91028032487;-5843,91024457338;-5843,91020882876;0,999807805713378;-5843,72426287098
"12591";-5843,91024457338;-5843,91020882876;-5843,91017309101;0,999807845100353;-5843,72422474936
"12592";-5843,91020882876;-5843,91017309101;-5843,91013736012;0,999807935415401;-5843,72413729356
"12593";-5843,91017309101;-5843,91013736012;-5843,9101016361;0,999807745795397;-5843,72432078036
"12594";-5843,91013736012;-5843,9101016361;-5843,91006591896;0,99980755607313;-5843,72450396901
"12595";-5843,9101016361;-5843,91006591896;-5843,91003020867;0,999808130162868;-5843,7239486461
"12596";-5843,91006591896;-5843,91003020867;-5843,90999450525;0,999807558499058;-5843,72450152325
"12597";-5843,91003020867;-5843,90999450525;-5843,90995880869;0,999807827141431;-5843,72424216891
"12598";-5843,90999450525;-5843,90995880869;-5843,90992311901;0,999807484461937;-5843,72457280984
"12599";-5843,90995880869;-5843,90992311901;-5843,90988743618;0,999807957060667;-5843,72411659318
"12600";-5843,90992311901;-5843,90988743618;-5843,90985176021;0,999807614313495;-5843,72444761916
"12601";-5843,90988743618;-5843,90985176021;-5843,9098160911;0,999807781239755;-5843,72428657986
"12602";-5843,90985176021;-5843,9098160911;-5843,90978042886;0,999807438307334;-5843,72461705222
"12603";-5843,9098160911;-5843,90978042886;-5843,90974477347;0,999807758262416;-5843,72430881856
"12604";-5843,90978042886;-5843,90974477347;-5843,90970912495;0,999807542742984;-5843,72451651526
"12605";-5843,90974477347;-5843,90970912495;-5843,90967348328;0,99980773531153;-5843,72433099426
"12606";-5843,90970912495;-5843,90967348328;-5843,90963784848;0,999807519714557;-5843,72453863612
"12607";-5843,90967348328;-5843,90963784848;-5843,90960222053;0,999807457136115;-5843,72459880688
"12608";-5843,90963784848;-5843,90960222053;-5843,90956659943;0,999807828497247;-5843,72424122885
"12609";-5843,90960222053;-5843,90956659943;-5843,90953098519;0,999807229845906;-5843,72481687089
"12610";-5843,90956659943;-5843,90953098519;-5843,9094953778;0,999807933262823;-5843,72414025147
"12611";-5843,90953098519;-5843,9094953778;-5843,90945977728;0,999807104554823;-5843,7249367181
"12612";-5843,9094953778;-5843,90945977728;-5843,9094241836;0,999807654925221;-5843,72440862751
"12613";-5843,90945977728;-5843,9094241836;-5843,90938859677;0,999807490160764;-5843,72456700826
"12614";-5843,9094241836;-5843,90938859677;-5843,9093530168;0,999807504207715;-5843,72455351872
"12615";-5843,90938859677;-5843,9093530168;-5843,90931744368;0,999807339336037;-5843,72471169356
"12616";-5843,9093530168;-5843,90931744368;-5843,90928187741;0,999807430045295;-5843,72462471905
"12617";-5843,90931744368;-5843,90928187741;-5843,90924631799;0,999807367383132;-5843,72468479841
"12618";-5843,90928187741;-5843,90924631799;-5843,90921076542;0,999807560459496;-5843,72449959046
"12619";-5843,90924631799;-5843,90921076542;-5843,90917521969;0,999807369929295;-5843,72468232326
"12620";-5843,90921076542;-5843,90917521969;-5843,90913968082;0,999807179296133;-5843,72486475824
"12621";-5843,90917521969;-5843,90913968082;-5843,90910414878;0,999807525982329;-5843,72453277632
"12622";-5843,90913968082;-5843,90910414878;-5843,9090686236;0,99980720736775;-5843,72483786293
"12623";-5843,90910414878;-5843,9090686236;-5843,90903310526;0,999807451807077;-5843,72460393746
"12624";-5843,9090686236;-5843,90903310526;-5843,90899759376;0,999807235480758;-5843,72481094945
"12625";-5843,90903310526;-5843,90899759376;-5843,90896208911;0,999807249537985;-5843,72479751419
"12626";-5843,90899759376;-5843,90896208911;-5843,90892659131;0,999807212378082;-5843,72483301884
"12627";-5843,90896208911;-5843,90892659131;-5843,90889110034;0,999807328930765;-5843,72472163348
"12628";-5843,90892659131;-5843,90889110034;-5843,90885561622;0,999807163671019;-5843,72487949618
"12629";-5843,90889110034;-5843,90885561622;-5843,90882013894;0,999807254633162;-5843,72479265576
"12630";-5843,90885561622;-5843,90882013894;-5843,9087846685;0,999807114931327;-5843,72492596796
"12631";-5843,90882013894;-5843,9087846685;-5843,90874920489;0,999807334128698;-5843,72471675022
"12632";-5843,9087846685;-5843,90874920489;-5843,90871374813;0,99980711748038;-5843,72492349785
"12633";-5843,90874920489;-5843,90871374813;-5843,90867829819;0,999807259825196;-5843,72478773666
"12634";-5843,90871374813;-5843,90867829819;-5843,9086428551;0,999806991767479;-5843,72504318061
"12635";-5843,90867829819;-5843,9086428551;-5843,90860741885;0,999807134133053;-5843,7249076288
"12636";-5843,9086428551;-5843,90860741885;-5843,90857198944;0,999806917269042;-5843,725113994
"12637";-5843,90860741885;-5843,90857198944;-5843,90853656685;0,999807367722542;-5843,7246849109
"12638";-5843,90857198944;-5843,90853656685;-5843,9085011511;0,999807125203729;-5843,72491612865
"12639";-5843,90853656685;-5843,9085011511;-5843,90846574219;0,999806728468701;-5843,72529305255
"12640";-5843,9085011511;-5843,90846574219;-5843,9084303401;0,999807384615448;-5843,72466895184
"12641";-5843,90846574219;-5843,9084303401;-5843,90839494485;0,999806705247005;-5843,72531493802
"12642";-5843,9084303401;-5843,90839494485;-5843,90835955643;0,999807258870916;-5843,72478896277
"12643";-5843,90839494485;-5843,90835955643;-5843,90832417484;0,999806887610131;-5843,72514194737
"12644";-5843,90835955643;-5843,90832417484;-5843,90828880008;0,999806927426459;-5843,72510416338
"12645";-5843,90832417484;-5843,90828880008;-5843,90825343215;0,99980696727306;-5843,72506634236
"12646";-5843,90828880008;-5843,90825343215;-5843,90821807104;0,999806955719468;-5843,72507730812
"12647";-5843,90825343215;-5843,90821807104;-5843,90818271677;0,999806969886582;-5843,72506386422
"12648";-5843,90821807104;-5843,90818271677;-5843,90814736932;0,999806829718094;-5843,72519676483
"12649";-5843,90818271677;-5843,90814736932;-5843,90811202869;0,999807023967366;-5843,72501257156
"12650";-5843,90814736932;-5843,90811202869;-5843,90807669489;0,999806832309805;-5843,72519427466
"12651";-5843,90811202869;-5843,90807669489;-5843,90804136793;0,999806614808307;-5843,72540000337
"12652";-5843,90807669489;-5843,90804136793;-5843,90800604777;0,999807272519721;-5843,72477659178
"12653";-5843,90804136793;-5843,90800604777;-5843,90797073444;0,999806514368188;-5843,72549469404
"12654";-5843,90800604777;-5843,90797073444;-5843,90793542794;0,999806811739263;-5843,72521375773
"12655";-5843,90797073444;-5843,90793542794;-5843,90790012825;0,999806954730189;-5843,72507838747
"12656";-5843,90793542794;-5843,90790012825;-5843,90786483539;0,999806659807006;-5843,72535731954
"12657";-5843,90790012825;-5843,90786483539;-5843,90782954935;0,999806880118682;-5843,72514907421
"12658";-5843,90786483539;-5843,90782954935;-5843,90779427012;0,999806585067078;-5843,72542780439
"12659";-5843,90782954935;-5843,90779427012;-5843,90775899772;0,999806857009273;-5843,7251709857
"12660";-5843,90779427012;-5843,90775899772;-5843,90772373213;0,999806613418832;-5843,72540101865
"12661";-5843,90775899772;-5843,90772373213;-5843,90768847336;0,999806782332148;-5843,72524159901
"12662";-5843,90772373213;-5843,90768847336;-5843,9076532214;0,999806693402168;-5843,72532554924
"12663";-5843,90768847336;-5843,9076532214;-5843,90761797627;0,999806552828157;-5843,72545806855
"12664";-5843,9076532214;-5843,90761797627;-5843,90758273794;0,999806721837733;-5843,72529875037
"12665";-5843,90761797627;-5843,90758273794;-5843,90754750643;0,999806684474064;-5843,7253339887
"12666";-5843,90758273794;-5843,90754750643;-5843,90751228173;0,99980644057749;-5843,72556363314
"12667";-5843,90754750643;-5843,90751228173;-5843,90747706385;0,999806738762446;-5843,72528284816
"12668";-5843,90751228173;-5843,90747706385;-5843,90744185277;0,999806572281343;-5843,72543969102
"12669";-5843,90747706385;-5843,90744185277;-5843,90740664851;0,999806715668365;-5843,7253046475
"12670";-5843,90744185277;-5843,90740664851;-5843,90737145106;0,999806290780531;-5843,72570415291
"12671";-5843,90740664851;-5843,90737145106;-5843,90733626041;0,99980669252644;-5843,72532652533
"12672";-5843,90737145106;-5843,90733626041;-5843,90730107658;0,999806370858783;-5843,72562894863
"12673";-5843,90733626041;-5843,90730107658;-5843,90726589955;0,99980664355678;-5843,72537267985
"12674";-5843,90730107658;-5843,90726589955;-5843,90723072934;0,999806295905343;-5843,7256991968
"12675";-5843,90726589955;-5843,90723072934;-5843,90719556592;0,999806749713001;-5843,72527282558
"12676";-5843,90723072934;-5843,90719556592;-5843,90716040931;0,999806427847325;-5843,72557537945
"12677";-5843,90719556592;-5843,90716040931;-5843,90712525952;0,99980613167183;-5843,72585284328
"12678";-5843,90716040931;-5843,90712525952;-5843,90709011652;0,999806611576064;-5843,72540291837
"12679";-5843,90712525952;-5843,90709011652;-5843,90705498033;0,999806470650438;-5843,72553524628
"12680";-5843,90709011652;-5843,90705498033;-5843,90701985094;0,999806277880558;-5843,72571590872
"12681";-5843,90705498033;-5843,90701985094;-5843,90698472834;0,999806525133403;-5843,72548416492
"12682";-5843,90701985094;-5843,90698472834;-5843,90694961256;0,999806176955287;-5843,72581027038
"12683";-5843,90698472834;-5843,90694961256;-5843,90691450357;0,999806553778749;-5843,72545735169
"12684";-5843,90694961256;-5843,90691450357;-5843,90687940138;0,999806050061984;-5843,72592871402
"12685";-5843,90691450357;-5843,90687940138;-5843,90684430599;0,99980660836624;-5843,72540622432
"12686";-5843,90687940138;-5843,90684430599;-5843,90680921741;0,99980594900035;-5843,72602285203
"12687";-5843,90684430599;-5843,90680921741;-5843,90677413561;0,999806637096139;-5843,72537938589
"12688";-5843,90680921741;-5843,90677413561;-5843,90673906061;0,999806003425311;-5843,72597200868
"12689";-5843,90677413561;-5843,90673906061;-5843,90670399242;0,999806225083373;-5843,72576519012
"12690";-5843,90673906061;-5843,90670399242;-5843,90666893101;0,999806395007611;-5843,72560635203
"12691";-5843,90670399242;-5843,90666893101;-5843,9066338764;0,999806201877152;-5843,72578682576
"12692";-5843,90666893101;-5843,9066338764;-5843,90659882858;0,999806242147397;-5843,72574923159
"12693";-5843,9066338764;-5843,90659882858;-5843,90656378755;0,999806100797587;-5843,72588109397
"12694";-5843,90659882858;-5843,90656378755;-5843,90652875333;0,999805959372835;-5843,72601280845
"12695";-5843,90656378755;-5843,90652875333;-5843,90649372588;0,999806414957133;-5843,7255878986
"12696";-5843,90652875333;-5843,90649372588;-5843,90645870523;0,999806039927058;-5843,72593775546
"12697";-5843,90649372588;-5843,90645870523;-5843,90642369137;0,99980626200166;-5843,72573079092
"12698";-5843,90645870523;-5843,90642369137;-5843,9063886843;0,999805860806146;-5843,72610427155
"12699";-5843,90642369137;-5843,9063886843;-5843,90635368402;0,999806108892291;-5843,72587355056
"12700";-5843,9063886843;-5843,90635368402;-5843,90631869053;0,999806201218017;-5843,72578755316
"12701";-5843,90635368402;-5843,90631869053;-5843,90628370382;0,999806111671984;-5843,72587094643
"12702";-5843,90631869053;-5843,90628370382;-5843,9062487239;0,999805892103981;-5843,72607506255
"12703";-5843,90628370382;-5843,9062487239;-5843,90621375077;0,999805854418791;-5843,72611004247
"12704";-5843,9062487239;-5843,90621375077;-5843,90617878441;0,999806336829534;-5843,72566132093
"12705";-5843,90621375077;-5843,90617878441;-5843,90614382485;0,999805727084399;-5843,72622800294
"12706";-5843,90617878441;-5843,90614382485;-5843,90610887206;0,999806183631877;-5843,72580411678
"12707";-5843,90614382485;-5843,90610887206;-5843,90607392606;0,999805937894506;-5843,72603247773
"12708";-5843,90610887206;-5843,90607392606;-5843,90603898684;0,999805900227095;-5843,72606742373
"12709";-5843,90607392606;-5843,90603898684;-5843,9060040544;0,999805732391228;-5843,72622293884
"12710";-5843,90603898684;-5843,9060040544;-5843,90596912874;0,99980605914553;-5843,72591998221
"12711";-5843,9060040544;-5843,90596912874;-5843,90593420986;0,999806125688677;-5843,72585817226
"12712";-5843,90596912874;-5843,90593420986;-5843,90589929776;0,999805462991958;-5843,72647172616
"12713";-5843,90593420986;-5843,90589929776;-5843,90586439244;0,999805972210781;-5843,72600073345
"12714";-5843,90589929776;-5843,90586439244;-5843,90582949389;0,999806143005074;-5843,72584223698
"12715";-5843,90586439244;-5843,90582949389;-5843,90579460213;0,999805297523158;-5843,72662397063
"12716";-5843,90582949389;-5843,90579460213;-5843,90575971713;0,999806224055196;-5843,72576710649
"12717";-5843,90579460213;-5843,90575971713;-5843,90572483891;0,999805639003035;-5843,72630901292
"12718";-5843,90575971713;-5843,90572483891;-5843,90568996746;0,999805914135036;-5843,72605462742
"12719";-5843,90572483891;-5843,90568996746;-5843,9056551028;0,999805406993972;-5843,72652287725
"12720";-5843,90568996746;-5843,9056551028;-5843,90562024489;0,999806203886033;-5843,72578613992
"12721";-5843,9056551028;-5843,90562024489;-5843,90558539377;0,999805383577124;-5843,72654428823
"12722";-5843,90562024489;-5843,90558539377;-5843,90555054941;0,999805998108416;-5843,72597703717
"12723";-5843,90558539377;-5843,90555054941;-5843,90551571183;0,99980554283826;-5843,72639754276
"12724";-5843,90555054941;-5843,90551571183;-5843,90548088101;0,999805583337445;-5843,72636022317
"12725";-5843,90551571183;-5843,90548088101;-5843,90544605697;0,999805728314756;-5843,72622652648
"12726";-5843,90548088101;-5843,90544605697;-5843,90541123969;0,999805768916513;-5843,72618905544
"12727";-5843,90544605697;-5843,90541123969;-5843,90537642917;0,999805705061537;-5843,7262479682
"12728";-5843,90541123969;-5843,90537642917;-5843,90534162543;0,999805432160593;-5843,72649926269
"12729";-5843,90537642917;-5843,90534162543;-5843,90530682846;0,999805368164488;-5843,72655807856
"12730";-5843,90534162543;-5843,90530682846;-5843,90527203823;0,999806114390993;-5843,72586997684
"12731";-5843,90530682846;-5843,90527203823;-5843,90523725479;0,999805187955586;-5843,72672329499
"12732";-5843,90527203823;-5843,90523725479;-5843,9052024781;0,999805620648641;-5843,72632584124
"12733";-5843,90523725479;-5843,9052024781;-5843,90516770818;0,999805687467671;-5843,72626431826
"12734";-5843,9052024781;-5843,90516770818;-5843,90513294501;0,999805414285385;-5843,72651553267
"12735";-5843,90516770818;-5843,90513294501;-5843,90509818861;0,999805533390019;-5843,72640611387
"12736";-5843,90513294501;-5843,90509818861;-5843,90506343897;0,999805469397712;-5843,72646490741
"12737";-5843,90509818861;-5843,90506343897;-5843,90502869609;0,999805457720974;-5843,72647562927
"12738";-5843,90506343897;-5843,90502869609;-5843,90499395997;0,999805419866912;-5843,72651037215
"12739";-5843,90502869609;-5843,90499395997;-5843,90495923061;0,999805617644828;-5843,72632873538
"12740";-5843,90499395997;-5843,90495923061;-5843,90492450801;0,999805187032103;-5843,72672365529
"12741";-5843,90495923061;-5843,90492450801;-5843,90488979216;0,99980543719739;-5843,72649448325
"12742";-5843,90492450801;-5843,90488979216;-5843,90485508306;0,999805556524891;-5843,726384983
"12743";-5843,90488979216;-5843,90485508306;-5843,90482038073;0,999805230472383;-5843,72668380768
"12744";-5843,90485508306;-5843,90482038073;-5843,90478568514;0,999805585656698;-5843,72635829855
"12745";-5843,90482038073;-5843,90478568514;-5843,90475099632;0,999804997367766;-5843,72689668753
"12746";-5843,90478568514;-5843,90475099632;-5843,90471631424;0,999805641019671;-5843,7263075787
"12747";-5843,90475099632;-5843,90471631424;-5843,90468163892;0,999805052537869;-5843,72684624026
"12748";-5843,90471631424;-5843,90468163892;-5843,90464697034;0,999805617790124;-5843,72632900434
"12749";-5843,90468163892;-5843,90464697034;-5843,90461230852;0,999804897914939;-5843,72698707847
"12750";-5843,90464697034;-5843,90461230852;-5843,90457765345;0,999805515820089;-5843,72642262659
"12751";-5843,90461230852;-5843,90457765345;-5843,90454300512;0,999805346767634;-5843,72657738078
"12752";-5843,90457765345;-5843,90454300512;-5843,90450836355;0,999804967629351;-5843,72692340907
"12753";-5843,90454300512;-5843,90450836355;-5843,90447372872;0,999805349655187;-5843,72657480822
"12754";-5843,90450836355;-5843,90447372872;-5843,90443910064;0,999805259239971;-5843,72665742011
"12755";-5843,90447372872;-5843,90443910064;-5843,90440447931;0,999804958662057;-5843,72693145255
"12756";-5843,90443910064;-5843,90440447931;-5843,90436986472;0,999805393469553;-5843,72653484893
"12757";-5843,90440447931;-5843,90436986472;-5843,90433525688;0,999805014016867;-5843,72688099231
"12758";-5843,90436986472;-5843,90433525688;-5843,90430065578;0,999805107390007;-5843,72679595731
"12759";-5843,90433525688;-5843,90430065578;-5843,90426606142;0,999805358536016;-5843,72656687824
"12760";-5843,90430065578;-5843,90426606142;-5843,9042314738;0,999804847418707;-5843,72703237457
"12761";-5843,90426606142;-5843,9042314738;-5843,90419689293;0,999805361529914;-5843,72656423574
"12762";-5843,9042314738;-5843,90419689293;-5843,9041623188;0,999804771327733;-5843,72710134738
"12763";-5843,90419689293;-5843,9041623188;-5843,9041277514;0,999805180402001;-5843,72672948935
"12764";-5843,9041623188;-5843,9041277514;-5843,90409319075;0,999805142439929;-5843,72676405675
"12765";-5843,9041277514;-5843,90409319075;-5843,90405863683;0,99980489393588;-5843,72698996257
"12766";-5843,90409319075;-5843,90405863683;-5843,90402408965;0,99980517171447;-5843,72673745568
"12767";-5843,90405863683;-5843,90402408965;-5843,90398954922;0,999804712530421;-5843,72715439517
"12768";-5843,90402408965;-5843,90398954922;-5843,90395501551;0,999805095686643;-5843,72680669263
"12769";-5843,90398954922;-5843,90395501551;-5843,90392048854;0,999805215710169;-5843,72669751488
"12770";-5843,90395501551;-5843,90392048854;-5843,9038859683;0,999804703613631;-5843,72716231074
"12771";-5843,90392048854;-5843,9038859683;-5843,9038514548;0,999804928932638;-5843,72695814424
"12772";-5843,9038859683;-5843,9038514548;-5843,90381694804;0,999804785465076;-5843,72708817249
"12773";-5843,9038514548;-5843,90381694804;-5843,903782448;0,999805195417909;-5843,72671618633
"12774";-5843,90381694804;-5843,903782448;-5843,9037479547;0,999804603856859;-5843,72725235818
"12775";-5843,903782448;-5843,9037479547;-5843,90371346813;0,999805172117343;-5843,72673746743
"12776";-5843,9037479547;-5843,90371346813;-5843,90367898828;0,999804633075968;-5843,72722586114
"12777";-5843,90371346813;-5843,90367898828;-5843,90364451517;0,999804858676058;-5843,72702182635
"12778";-5843,90367898828;-5843,90364451517;-5843,90361004879;0,999804767823036;-5843,72710403532
"12779";-5843,90364451517;-5843,90361004879;-5843,90357558913;0,999804940803017;-5843,72694747788
"12780";-5843,90361004879;-5843,90357558913;-5843,90354113621;0,999804506852105;-5843,72733962914
"12781";-5843,90357558913;-5843,90354113621;-5843,90350669;0,999805181378117;-5843,7267294424
"12782";-5843,90354113621;-5843,90350669;-5843,90347225052;0,999804509736479;-5843,72733691048
"12783";-5843,90350669;-5843,90347225052;-5843,90343781777;0,999804788414488;-5843,72708541597
"12784";-5843,90347225052;-5843,90343781777;-5843,90340339174;0,999804565403935;-5843,72728669111
"12785";-5843,90343781777;-5843,90340339174;-5843,90336897243;0,999805029159237;-5843,72686770015
"12786";-5843,90340339174;-5843,90336897243;-5843,90333455985;0,999804409810965;-5843,72742671119
"12787";-5843,90336897243;-5843,90333455985;-5843,90330015398;0,999804926559779;-5843,7269606408
"12788";-5843,90333455985;-5843,90330015398;-5843,90326575485;0,999804280510016;-5843,72754283284
"12789";-5843,90330015398;-5843,90326575485;-5843,90323136243;0,999804903183039;-5843,72698188395
"12790";-5843,90326575485;-5843,90323136243;-5843,90319697673;0,99980462711122;-5843,72723098202
"12791";-5843,90323136243;-5843,90319697673;-5843,90316259774;0,99980453603361;-5843,72731299045
"12792";-5843,90319697673;-5843,90316259774;-5843,90312822548;0,999804709459686;-5843,7271567982
"12793";-5843,90316259774;-5843,90312822548;-5843,90309385993;0,999804433172664;-5843,72740545038
"12794";-5843,90312822548;-5843,90309385993;-5843,9030595011;0,999804553710638;-5843,72729707653
"12795";-5843,90309385993;-5843,9030595011;-5843,90302514898;0,999804753738241;-5843,7271169747
"12796";-5843,9030595011;-5843,90302514898;-5843,90299080358;0,999804477328848;-5843,72736570374
"12797";-5843,90302514898;-5843,90299080358;-5843,9029564649;0,999804253726468;-5843,72756636079
"12798";-5843,90299080358;-5843,9029564649;-5843,90292213292;0,999804798094618;-5843,72707714692
"12799";-5843,9029564649;-5843,90292213292;-5843,90288780766;0,999804309633288;-5843,72751615803
"12800";-5843,90292213292;-5843,90288780766;-5843,90285348911;0,999804509798383;-5843,72733655745
"12801";-5843,90288780766;-5843,90285348911;-5843,90281917727;0,999804577580686;-5843,72727566747
"12802";-5843,90285348911;-5843,90281917727;-5843,90278487214;0,999804221302557;-5843,72759518404
"12803";-5843,90281917727;-5843,90278487214;-5843,90275057372;0,999804660180296;-5843,72720150133
"12804";-5843,90278487214;-5843,90275057372;-5843,90271628201;0,999804038639019;-5843,72775840863
"12805";-5843,90275057372;-5843,90271628201;-5843,90268199701;0,999804610243452;-5843,72724647648
"12806";-5843,90271628201;-5843,90268199701;-5843,90264771871;0,999804439421437;-5843,72739974922
"12807";-5843,90268199701;-5843,90264771871;-5843,90261344713;0,999804162376003;-5843,7276477156
"12808";-5843,90264771871;-5843,90261344713;-5843,90257918224;0,999804575159826;-5843,7272780739
"12809";-5843,90261344713;-5843,90257918224;-5843,90254492406;0,999804271530968;-5843,72755006744
"12810";-5843,90257918224;-5843,90254492406;-5843,90251067259;0,999804180117337;-5843,72763177542
"12811";-5843,90254492406;-5843,90251067259;-5843,90247642782;0,999804433852333;-5843,72740483641
"12812";-5843,90251067259;-5843,90247642782;-5843,90244218975;0,999804103453667;-5843,72770016952
"12813";-5843,90247642782;-5843,90244218975;-5843,90240795838;0,999804463528384;-5843,72737832413
"12814";-5843,90244218975;-5843,90240795838;-5843,90237373371;0,999804133026939;-5843,72767372288
"12815";-5843,90240795838;-5843,90237373371;-5843,90233951575;0,999804094655552;-5843,72770794755
"12816";-5843,90237373371;-5843,90233951575;-5843,90230530448;0,999804481540383;-5843,72736232523
"12817";-5843,90233951575;-5843,90230530448;-5843,90227109992;0,999803911612415;-5843,72787089382
"12818";-5843,90230530448;-5843,90227109992;-5843,90223690204;0,999804511310983;-5843,72733578324
"12819";-5843,90227109992;-5843,90223690204;-5843,90220271087;0,99980388799627;-5843,7278917908
"12820";-5843,90223690204;-5843,90220271087;-5843,90216852639;0,999804434734987;-5843,72740437693
"12821";-5843,90220271087;-5843,90216852639;-5843,90213434862;0,999803811161086;-5843,72795996246
"12822";-5843,90216852639;-5843,90213434862;-5843,90210017753;0,999804358098976;-5843,72747294375
"12823";-5843,90213434862;-5843,90210017753;-5843,90206601314;0,999803893961142;-5843,72788632708
"12824";-5843,90210017753;-5843,90206601314;-5843,90203185544;0,999804228191875;-5843,72758890109
"12825";-5843,90206601314;-5843,90203185544;-5843,90199770444;0,999803976847008;-5843,72781261919
"12826";-5843,90203185544;-5843,90199770444;-5843,90196356012;0,99980428462475;-5843,72753864581
"12827";-5843,90199770444;-5843,90196356012;-5843,9019294225;0,999803580393274;-5843,72816414121
"12828";-5843,90196356012;-5843,9019294225;-5843,90189529156;0,999804527559469;-5843,72732199214
"12829";-5843,9019294225;-5843,90189529156;-5843,90186116732;0,999803609984245;-5843,72813779457
"12830";-5843,90189529156;-5843,90186116732;-5843,90182704976;0,999804317676366;-5843,72750939436
"12831";-5843,90186116732;-5843,90182704976;-5843,9017929389;0,99980366625086;-5843,72808788478
"12832";-5843,90182704976;-5843,9017929389;-5843,90175883472;0,999804080965754;-5843,72772011949
"12833";-5843,9017929389;-5843,90175883472;-5843,90172473722;0,999804122578357;-5843,72768313911
"12834";-5843,90175883472;-5843,90172473722;-5843,90169064642;0,999803790795964;-5843,72797749457
"12835";-5843,90172473722;-5843,90169064642;-5843,90165656229;0,999803939040488;-5843,72784612177
"12836";-5843,90169064642;-5843,90165656229;-5843,90162248486;0,999803767173941;-5843,72799837997
"12837";-5843,90165656229;-5843,90162248486;-5843,9015884141;0,999804048927771;-5843,72774868061
"12838";-5843,90162248486;-5843,9015884141;-5843,90155435002;0,999803796969104;-5843,72797196468
