"";"lm1";"l0";"l1";"a";"l_stop0";"l_stop"
"16950";-5843,80838050987;-5843,80838050987;-5843,80836690865;Inf;NA;-5843,80838050987
"16951";-5843,80836690865;-5843,80836690865;-5843,80835331076;Inf;NA;-5843,80836690865
"16952";-5843,80835331076;-5843,80835331076;-5843,80833971621;Inf;NA;-5843,80835331076
"16953";-5843,80833971621;-5843,80833971621;-5843,80832612499;Inf;NA;-5843,80833971621
"16954";-5843,80832612499;-5843,80832612499;-5843,8083125371;Inf;NA;-5843,80832612499
"16955";-5843,8083125371;-5843,8083125371;-5843,80829895255;Inf;NA;-5843,8083125371
"16956";-5843,80829895255;-5843,80829895255;-5843,80828537134;Inf;NA;-5843,80829895255
"16957";-5843,80828537134;-5843,80828537134;-5843,80827179345;Inf;NA;-5843,80828537134
"16958";-5843,80827179345;-5843,80827179345;-5843,80825821889;Inf;NA;-5843,80827179345
"16959";-5843,80825821889;-5843,80825821889;-5843,80824464767;Inf;NA;-5843,80825821889
"16960";-5843,80824464767;-5843,80824464767;-5843,80823107978;Inf;NA;-5843,80824464767
"16961";-5843,80823107978;-5843,80823107978;-5843,80821751521;Inf;NA;-5843,80823107978
"16962";-5843,80821751521;-5843,80821751521;-5843,80820395397;Inf;NA;-5843,80821751521
"16963";-5843,80820395397;-5843,80820395397;-5843,80819039606;Inf;NA;-5843,80820395397
"16964";-5843,80819039606;-5843,80819039606;-5843,80817684148;Inf;NA;-5843,80819039606
"16965";-5843,80817684148;-5843,80817684148;-5843,80816329022;Inf;NA;-5843,80817684148
"16966";-5843,80816329022;-5843,80816329022;-5843,80814974229;Inf;NA;-5843,80816329022
"16967";-5843,80814974229;-5843,80814974229;-5843,80813619768;Inf;NA;-5843,80814974229
"16968";-5843,80813619768;-5843,80813619768;-5843,8081226564;Inf;NA;-5843,80813619768
"16969";-5843,8081226564;-5843,8081226564;-5843,80810911844;Inf;NA;-5843,8081226564
"16970";-5843,80810911844;-5843,80810911844;-5843,80809558381;Inf;NA;-5843,80810911844
"16971";-5843,80809558381;-5843,80809558381;-5843,80808205249;Inf;NA;-5843,80809558381
"16972";-5843,80808205249;-5843,80808205249;-5843,8080685245;Inf;NA;-5843,80808205249
"16973";-5843,8080685245;-5843,8080685245;-5843,80805499983;Inf;NA;-5843,8080685245
"16974";-5843,80805499983;-5843,80805499983;-5843,80804147847;Inf;NA;-5843,80805499983
"16975";-5843,80804147847;-5843,80804147847;-5843,80802796044;Inf;NA;-5843,80804147847
"16976";-5843,80802796044;-5843,80802796044;-5843,80801444573;Inf;NA;-5843,80802796044
"16977";-5843,80801444573;-5843,80801444573;-5843,80800093434;Inf;NA;-5843,80801444573
"16978";-5843,80800093434;-5843,80800093434;-5843,80798742625;Inf;NA;-5843,80800093434
"16979";-5843,80798742625;-5843,80798742625;-5843,80797392149;Inf;NA;-5843,80798742625
"16980";-5843,80797392149;-5843,80797392149;-5843,80796042004;Inf;NA;-5843,80797392149
"16981";-5843,80796042004;-5843,80796042004;-5843,80794692191;Inf;NA;-5843,80796042004
"16982";-5843,80794692191;-5843,80794692191;-5843,8079334271;Inf;NA;-5843,80794692191
"16983";-5843,8079334271;-5843,8079334271;-5843,80791993559;Inf;NA;-5843,8079334271
"16984";-5843,80791993559;-5843,80791993559;-5843,80790644739;Inf;NA;-5843,80791993559
"16985";-5843,80790644739;-5843,80790644739;-5843,80789296252;Inf;NA;-5843,80790644739
"16986";-5843,80789296252;-5843,80789296252;-5843,80787948095;Inf;NA;-5843,80789296252
"16987";-5843,80787948095;-5843,80787948095;-5843,80786600269;Inf;NA;-5843,80787948095
"16988";-5843,80786600269;-5843,80786600269;-5843,80785252775;Inf;NA;-5843,80786600269
"16989";-5843,80785252775;-5843,80785252775;-5843,80783905611;Inf;NA;-5843,80785252775
"16990";-5843,80783905611;-5843,80783905611;-5843,80782558778;Inf;NA;-5843,80783905611
"16991";-5843,80782558778;-5843,80782558778;-5843,80781212276;Inf;NA;-5843,80782558778
"16992";-5843,80781212276;-5843,80781212276;-5843,80779866105;Inf;NA;-5843,80781212276
"16993";-5843,80779866105;-5843,80779866105;-5843,80778520264;Inf;NA;-5843,80779866105
"16994";-5843,80778520264;-5843,80778520264;-5843,80777174754;Inf;NA;-5843,80778520264
"16995";-5843,80777174754;-5843,80777174754;-5843,80775829574;Inf;NA;-5843,80777174754
"16996";-5843,80775829574;-5843,80775829574;-5843,80774484726;Inf;NA;-5843,80775829574
"16997";-5843,80774484726;-5843,80774484726;-5843,80773140207;Inf;NA;-5843,80774484726
"16998";-5843,80773140207;-5843,80773140207;-5843,80771796018;Inf;NA;-5843,80773140207
"16999";-5843,80771796018;-5843,80771796018;-5843,8077045216;Inf;NA;-5843,80771796018
"17000";-5843,8077045216;-5843,8077045216;-5843,80769108632;Inf;NA;-5843,8077045216
"17001";-5843,80769108632;-5843,80769108632;-5843,80767765434;Inf;NA;-5843,80769108632
"17002";-5843,80767765434;-5843,80767765434;-5843,80766422566;Inf;NA;-5843,80767765434
"17003";-5843,80766422566;-5843,80766422566;-5843,80765080028;Inf;NA;-5843,80766422566
"17004";-5843,80765080028;-5843,80765080028;-5843,80763737821;Inf;NA;-5843,80765080028
"17005";-5843,80763737821;-5843,80763737821;-5843,80762395942;Inf;NA;-5843,80763737821
"17006";-5843,80762395942;-5843,80762395942;-5843,80761054394;Inf;NA;-5843,80762395942
"17007";-5843,80761054394;-5843,80761054394;-5843,80759713175;Inf;NA;-5843,80761054394
"17008";-5843,80759713175;-5843,80759713175;-5843,80758372286;Inf;NA;-5843,80759713175
"17009";-5843,80758372286;-5843,80758372286;-5843,80757031727;Inf;NA;-5843,80758372286
"17010";-5843,80757031727;-5843,80757031727;-5843,80755691497;Inf;NA;-5843,80757031727
"17011";-5843,80755691497;-5843,80755691497;-5843,80754351596;Inf;NA;-5843,80755691497
"17012";-5843,80754351596;-5843,80754351596;-5843,80753012024;Inf;NA;-5843,80754351596
"17013";-5843,80753012024;-5843,80753012024;-5843,80751672782;Inf;NA;-5843,80753012024
"17014";-5843,80751672782;-5843,80751672782;-5843,80750333869;Inf;NA;-5843,80751672782
"17015";-5843,80750333869;-5843,80750333869;-5843,80748995286;Inf;NA;-5843,80750333869
"17016";-5843,80748995286;-5843,80748995286;-5843,80747657031;Inf;NA;-5843,80748995286
"17017";-5843,80747657031;-5843,80747657031;-5843,80746319105;Inf;NA;-5843,80747657031
"17018";-5843,80746319105;-5843,80746319105;-5843,80744981508;Inf;NA;-5843,80746319105
"17019";-5843,80744981508;-5843,80744981508;-5843,8074364424;Inf;NA;-5843,80744981508
"17020";-5843,8074364424;-5843,8074364424;-5843,80742307301;Inf;NA;-5843,8074364424
"17021";-5843,80742307301;-5843,80742307301;-5843,80740970691;Inf;NA;-5843,80742307301
"17022";-5843,80740970691;-5843,80740970691;-5843,80739634409;Inf;NA;-5843,80740970691
"17023";-5843,80739634409;-5843,80739634409;-5843,80738298456;Inf;NA;-5843,80739634409
"17024";-5843,80738298456;-5843,80738298456;-5843,80736962831;Inf;NA;-5843,80738298456
"17025";-5843,80736962831;-5843,80736962831;-5843,80735627535;Inf;NA;-5843,80736962831
"17026";-5843,80735627535;-5843,80735627535;-5843,80734292567;Inf;NA;-5843,80735627535
"17027";-5843,80734292567;-5843,80734292567;-5843,80732957927;Inf;NA;-5843,80734292567
"17028";-5843,80732957927;-5843,80732957927;-5843,80731623616;Inf;NA;-5843,80732957927
"17029";-5843,80731623616;-5843,80731623616;-5843,80730289632;Inf;NA;-5843,80731623616
"17030";-5843,80730289632;-5843,80730289632;-5843,80728955977;Inf;NA;-5843,80730289632
"17031";-5843,80728955977;-5843,80728955977;-5843,8072762265;Inf;NA;-5843,80728955977
"17032";-5843,8072762265;-5843,8072762265;-5843,80726289651;Inf;NA;-5843,8072762265
"17033";-5843,80726289651;-5843,80726289651;-5843,80724956979;Inf;NA;-5843,80726289651
"17034";-5843,80724956979;-5843,80724956979;-5843,80723624636;Inf;NA;-5843,80724956979
"17035";-5843,80723624636;-5843,80723624636;-5843,8072229262;Inf;NA;-5843,80723624636
"17036";-5843,8072229262;-5843,8072229262;-5843,80720960931;Inf;NA;-5843,8072229262
"17037";-5843,80720960931;-5843,80720960931;-5843,80719629571;Inf;NA;-5843,80720960931
"17038";-5843,80719629571;-5843,80719629571;-5843,80718298538;Inf;NA;-5843,80719629571
"17039";-5843,80718298538;-5843,80718298538;-5843,80716967832;Inf;NA;-5843,80718298538
"17040";-5843,80716967832;-5843,80716967832;-5843,80715637454;Inf;NA;-5843,80716967832
"17041";-5843,80715637454;-5843,80715637454;-5843,80714307403;Inf;NA;-5843,80715637454
"17042";-5843,80714307403;-5843,80714307403;-5843,8071297768;Inf;NA;-5843,80714307403
"17043";-5843,8071297768;-5843,8071297768;-5843,80711648283;Inf;NA;-5843,8071297768
"17044";-5843,80711648283;-5843,80711648283;-5843,80710319213;Inf;NA;-5843,80711648283
"17045";-5843,80710319213;-5843,80710319213;-5843,80708990472;Inf;NA;-5843,80710319213
"17046";-5843,80708990472;-5843,80708990472;-5843,80707662056;Inf;NA;-5843,80708990472
"17047";-5843,80707662056;-5843,80707662056;-5843,80706333968;Inf;NA;-5843,80707662056
"17048";-5843,80706333968;-5843,80706333968;-5843,80705006206;Inf;NA;-5843,80706333968
"17049";-5843,80705006206;-5843,80705006206;-5843,80703678771;Inf;NA;-5843,80705006206
"17050";-5843,80703678771;-5843,80703678771;-5843,80702351663;Inf;NA;-5843,80703678771
"17051";-5843,80702351663;-5843,80702351663;-5843,80701024882;Inf;NA;-5843,80702351663
"17052";-5843,80701024882;-5843,80701024882;-5843,80699698426;Inf;NA;-5843,80701024882
"17053";-5843,80699698426;-5843,80699698426;-5843,80698372298;Inf;NA;-5843,80699698426
"17054";-5843,80698372298;-5843,80698372298;-5843,80697046496;Inf;NA;-5843,80698372298
"17055";-5843,80697046496;-5843,80697046496;-5843,8069572102;Inf;NA;-5843,80697046496
"17056";-5843,8069572102;-5843,8069572102;-5843,80694395871;Inf;NA;-5843,8069572102
"17057";-5843,80694395871;-5843,80694395871;-5843,80693071048;Inf;NA;-5843,80694395871
"17058";-5843,80693071048;-5843,80693071048;-5843,80691746551;Inf;NA;-5843,80693071048
"17059";-5843,80691746551;-5843,80691746551;-5843,8069042238;Inf;NA;-5843,80691746551
"17060";-5843,8069042238;-5843,8069042238;-5843,80689098534;Inf;NA;-5843,8069042238
"17061";-5843,80689098534;-5843,80689098534;-5843,80687775016;Inf;NA;-5843,80689098534
"17062";-5843,80687775016;-5843,80687775016;-5843,80686451822;Inf;NA;-5843,80687775016
"17063";-5843,80686451822;-5843,80686451822;-5843,80685128955;Inf;NA;-5843,80686451822
"17064";-5843,80685128955;-5843,80685128955;-5843,80683806413;Inf;NA;-5843,80685128955
"17065";-5843,80683806413;-5843,80683806413;-5843,80682484197;Inf;NA;-5843,80683806413
"17066";-5843,80682484197;-5843,80682484197;-5843,80681162306;Inf;NA;-5843,80682484197
"17067";-5843,80681162306;-5843,80681162306;-5843,80679840741;Inf;NA;-5843,80681162306
"17068";-5843,80679840741;-5843,80679840741;-5843,80678519502;Inf;NA;-5843,80679840741
"17069";-5843,80678519502;-5843,80678519502;-5843,80677198588;Inf;NA;-5843,80678519502
"17070";-5843,80677198588;-5843,80677198588;-5843,80675877999;Inf;NA;-5843,80677198588
"17071";-5843,80675877999;-5843,80675877999;-5843,80674557736;Inf;NA;-5843,80675877999
"17072";-5843,80674557736;-5843,80674557736;-5843,80673237797;Inf;NA;-5843,80674557736
"17073";-5843,80673237797;-5843,80673237797;-5843,80671918184;Inf;NA;-5843,80673237797
"17074";-5843,80671918184;-5843,80671918184;-5843,80670598896;Inf;NA;-5843,80671918184
"17075";-5843,80670598896;-5843,80670598896;-5843,80669279932;Inf;NA;-5843,80670598896
"17076";-5843,80669279932;-5843,80669279932;-5843,80667961294;Inf;NA;-5843,80669279932
"17077";-5843,80667961294;-5843,80667961294;-5843,8066664298;Inf;NA;-5843,80667961294
"17078";-5843,8066664298;-5843,8066664298;-5843,80665324991;Inf;NA;-5843,8066664298
"17079";-5843,80665324991;-5843,80665324991;-5843,80664007327;Inf;NA;-5843,80665324991
"17080";-5843,80664007327;-5843,80664007327;-5843,80662689987;Inf;NA;-5843,80664007327
"17081";-5843,80662689987;-5843,80662689987;-5843,80661372973;Inf;NA;-5843,80662689987
"17082";-5843,80661372973;-5843,80661372973;-5843,80660056282;Inf;NA;-5843,80661372973
"17083";-5843,80660056282;-5843,80660056282;-5843,80658739916;Inf;NA;-5843,80660056282
"17084";-5843,80658739916;-5843,80658739916;-5843,80657423874;Inf;NA;-5843,80658739916
"17085";-5843,80657423874;-5843,80657423874;-5843,80656108156;Inf;NA;-5843,80657423874
"17086";-5843,80656108156;-5843,80656108156;-5843,80654792763;Inf;NA;-5843,80656108156
"17087";-5843,80654792763;-5843,80654792763;-5843,80653477694;Inf;NA;-5843,80654792763
"17088";-5843,80653477694;-5843,80653477694;-5843,80652162949;Inf;NA;-5843,80653477694
"17089";-5843,80652162949;-5843,80652162949;-5843,80650848528;Inf;NA;-5843,80652162949
"17090";-5843,80650848528;-5843,80650848528;-5843,80649534431;Inf;NA;-5843,80650848528
"17091";-5843,80649534431;-5843,80649534431;-5843,80648220658;Inf;NA;-5843,80649534431
"17092";-5843,80648220658;-5843,80648220658;-5843,80646907208;Inf;NA;-5843,80648220658
"17093";-5843,80646907208;-5843,80646907208;-5843,80645594082;Inf;NA;-5843,80646907208
"17094";-5843,80645594082;-5843,80645594082;-5843,8064428128;Inf;NA;-5843,80645594082
"17095";-5843,8064428128;-5843,8064428128;-5843,80642968801;Inf;NA;-5843,8064428128
"17096";-5843,80642968801;-5843,80642968801;-5843,80641656646;Inf;NA;-5843,80642968801
"17097";-5843,80641656646;-5843,80641656646;-5843,80640344814;Inf;NA;-5843,80641656646
"17098";-5843,80640344814;-5843,80640344814;-5843,80639033307;Inf;NA;-5843,80640344814
"17099";-5843,80639033307;-5843,80639033307;-5843,80637722121;Inf;NA;-5843,80639033307
"17100";-5843,80637722121;-5843,80637722121;-5843,8063641126;Inf;NA;-5843,80637722121
"17101";-5843,8063641126;-5843,8063641126;-5843,80635100722;Inf;NA;-5843,8063641126
"17102";-5843,80635100722;-5843,80635100722;-5843,80633790506;Inf;NA;-5843,80635100722
"17103";-5843,80633790506;-5843,80633790506;-5843,80632480613;Inf;NA;-5843,80633790506
"17104";-5843,80632480613;-5843,80632480613;-5843,80631171044;Inf;NA;-5843,80632480613
"17105";-5843,80631171044;-5843,80631171044;-5843,80629861797;Inf;NA;-5843,80631171044
"17106";-5843,80629861797;-5843,80629861797;-5843,80628552874;Inf;NA;-5843,80629861797
"17107";-5843,80628552874;-5843,80628552874;-5843,80627244273;Inf;NA;-5843,80628552874
"17108";-5843,80627244273;-5843,80627244273;-5843,80625935994;Inf;NA;-5843,80627244273
"17109";-5843,80625935994;-5843,80625935994;-5843,80624628039;Inf;NA;-5843,80625935994
"17110";-5843,80624628039;-5843,80624628039;-5843,80623320406;Inf;NA;-5843,80624628039
"17111";-5843,80623320406;-5843,80623320406;-5843,80622013095;Inf;NA;-5843,80623320406
"17112";-5843,80622013095;-5843,80622013095;-5843,80620706107;Inf;NA;-5843,80622013095
"17113";-5843,80620706107;-5843,80620706107;-5843,80619399441;Inf;NA;-5843,80620706107
"17114";-5843,80619399441;-5843,80619399441;-5843,80618093098;Inf;NA;-5843,80619399441
"17115";-5843,80618093098;-5843,80618093098;-5843,80616787076;Inf;NA;-5843,80618093098
"17116";-5843,80616787076;-5843,80616787076;-5843,80615481377;Inf;NA;-5843,80616787076
"17117";-5843,80615481377;-5843,80615481377;-5843,80614175999;Inf;NA;-5843,80615481377
"17118";-5843,80614175999;-5843,80614175999;-5843,80612870945;Inf;NA;-5843,80614175999
"17119";-5843,80612870945;-5843,80612870945;-5843,80611566211;Inf;NA;-5843,80612870945
"17120";-5843,80611566211;-5843,80611566211;-5843,80610261799;Inf;NA;-5843,80611566211
"17121";-5843,80610261799;-5843,80610261799;-5843,8060895771;Inf;NA;-5843,80610261799
"17122";-5843,8060895771;-5843,8060895771;-5843,80607653942;Inf;NA;-5843,8060895771
"17123";-5843,80607653942;-5843,80607653942;-5843,80606350497;Inf;NA;-5843,80607653942
"17124";-5843,80606350497;-5843,80606350497;-5843,80605047372;Inf;NA;-5843,80606350497
"17125";-5843,80605047372;-5843,80605047372;-5843,80603744568;Inf;NA;-5843,80605047372
"17126";-5843,80603744568;-5843,80603744568;-5843,80602442087;Inf;NA;-5843,80603744568
"17127";-5843,80602442087;-5843,80602442087;-5843,80601139927;Inf;NA;-5843,80602442087
"17128";-5843,80601139927;-5843,80601139927;-5843,80599838088;Inf;NA;-5843,80601139927
"17129";-5843,80599838088;-5843,80599838088;-5843,8059853657;Inf;NA;-5843,80599838088
"17130";-5843,8059853657;-5843,8059853657;-5843,80597235374;Inf;NA;-5843,8059853657
"17131";-5843,80597235374;-5843,80597235374;-5843,80595934498;Inf;NA;-5843,80597235374
"17132";-5843,80595934498;-5843,80595934498;-5843,80594633944;Inf;NA;-5843,80595934498
"17133";-5843,80594633944;-5843,80594633944;-5843,8059333371;Inf;NA;-5843,80594633944
"17134";-5843,8059333371;-5843,8059333371;-5843,80592033798;Inf;NA;-5843,8059333371
"17135";-5843,80592033798;-5843,80592033798;-5843,80590734206;Inf;NA;-5843,80592033798
"17136";-5843,80590734206;-5843,80590734206;-5843,80589434935;Inf;NA;-5843,80590734206
"17137";-5843,80589434935;-5843,80589434935;-5843,80588135985;Inf;NA;-5843,80589434935
"17138";-5843,80588135985;-5843,80588135985;-5843,80586837356;Inf;NA;-5843,80588135985
"17139";-5843,80586837356;-5843,80586837356;-5843,80585539046;Inf;NA;-5843,80586837356
"17140";-5843,80585539046;-5843,80585539046;-5843,80584241058;Inf;NA;-5843,80585539046
"17141";-5843,80584241058;-5843,80584241058;-5843,80582943389;Inf;NA;-5843,80584241058
"17142";-5843,80582943389;-5843,80582943389;-5843,80581646042;Inf;NA;-5843,80582943389
"17143";-5843,80581646042;-5843,80581646042;-5843,80580349014;Inf;NA;-5843,80581646042
"17144";-5843,80580349014;-5843,80580349014;-5843,80579052307;Inf;NA;-5843,80580349014
"17145";-5843,80579052307;-5843,80579052307;-5843,8057775592;Inf;NA;-5843,80579052307
"17146";-5843,8057775592;-5843,8057775592;-5843,80576459853;Inf;NA;-5843,8057775592
"17147";-5843,80576459853;-5843,80576459853;-5843,80575164106;Inf;NA;-5843,80576459853
"17148";-5843,80575164106;-5843,80575164106;-5843,80573868679;Inf;NA;-5843,80575164106
"17149";-5843,80573868679;-5843,80573868679;-5843,80572573572;Inf;NA;-5843,80573868679
"17150";-5843,80572573572;-5843,80572573572;-5843,80571278785;Inf;NA;-5843,80572573572
"17151";-5843,80571278785;-5843,80571278785;-5843,80569984317;Inf;NA;-5843,80571278785
"17152";-5843,80569984317;-5843,80569984317;-5843,80568690169;Inf;NA;-5843,80569984317
"17153";-5843,80568690169;-5843,80568690169;-5843,80567396341;Inf;NA;-5843,80568690169
"17154";-5843,80567396341;-5843,80567396341;-5843,80566102832;Inf;NA;-5843,80567396341
"17155";-5843,80566102832;-5843,80566102832;-5843,80564809642;Inf;NA;-5843,80566102832
"17156";-5843,80564809642;-5843,80564809642;-5843,80563516772;Inf;NA;-5843,80564809642
"17157";-5843,80563516772;-5843,80563516772;-5843,80562224222;Inf;NA;-5843,80563516772
"17158";-5843,80562224222;-5843,80562224222;-5843,8056093199;Inf;NA;-5843,80562224222
"17159";-5843,8056093199;-5843,8056093199;-5843,80559640078;Inf;NA;-5843,8056093199
"17160";-5843,80559640078;-5843,80559640078;-5843,80558348485;Inf;NA;-5843,80559640078
"17161";-5843,80558348485;-5843,80558348485;-5843,80557057211;Inf;NA;-5843,80558348485
"17162";-5843,80557057211;-5843,80557057211;-5843,80555766255;Inf;NA;-5843,80557057211
"17163";-5843,80555766255;-5843,80555766255;-5843,80554475619;Inf;NA;-5843,80555766255
"17164";-5843,80554475619;-5843,80554475619;-5843,80553185303;Inf;NA;-5843,80554475619
"17165";-5843,80553185303;-5843,80553185303;-5843,80551895304;Inf;NA;-5843,80553185303
"17166";-5843,80551895304;-5843,80551895304;-5843,80550605624;Inf;NA;-5843,80551895304
"17167";-5843,80550605624;-5843,80550605624;-5843,80549316263;Inf;NA;-5843,80550605624
"17168";-5843,80549316263;-5843,80549316263;-5843,80548027221;Inf;NA;-5843,80549316263
"17169";-5843,80548027221;-5843,80548027221;-5843,80546738496;Inf;NA;-5843,80548027221
"17170";-5843,80546738496;-5843,80546738496;-5843,80545450091;Inf;NA;-5843,80546738496
"17171";-5843,80545450091;-5843,80545450091;-5843,80544162003;Inf;NA;-5843,80545450091
"17172";-5843,80544162003;-5843,80544162003;-5843,80542874235;Inf;NA;-5843,80544162003
"17173";-5843,80542874235;-5843,80542874235;-5843,80541586784;Inf;NA;-5843,80542874235
"17174";-5843,80541586784;-5843,80541586784;-5843,80540299652;Inf;NA;-5843,80541586784
"17175";-5843,80540299652;-5843,80540299652;-5843,80539012836;Inf;NA;-5843,80540299652
"17176";-5843,80539012836;-5843,80539012836;-5843,80537726341;Inf;NA;-5843,80539012836
"17177";-5843,80537726341;-5843,80537726341;-5843,80536440162;Inf;NA;-5843,80537726341
"17178";-5843,80536440162;-5843,80536440162;-5843,80535154302;Inf;NA;-5843,80536440162
"17179";-5843,80535154302;-5843,80535154302;-5843,80533868759;Inf;NA;-5843,80535154302
"17180";-5843,80533868759;-5843,80533868759;-5843,80532583534;Inf;NA;-5843,80533868759
"17181";-5843,80532583534;-5843,80532583534;-5843,80531298627;Inf;NA;-5843,80532583534
"17182";-5843,80531298627;-5843,80531298627;-5843,80530014037;Inf;NA;-5843,80531298627
"17183";-5843,80530014037;-5843,80530014037;-5843,80528729765;Inf;NA;-5843,80530014037
"17184";-5843,80528729765;-5843,80528729765;-5843,80527445811;Inf;NA;-5843,80528729765
"17185";-5843,80527445811;-5843,80527445811;-5843,80526162173;Inf;NA;-5843,80527445811
"17186";-5843,80526162173;-5843,80526162173;-5843,80524878854;Inf;NA;-5843,80526162173
"17187";-5843,80524878854;-5843,80524878854;-5843,80523595851;Inf;NA;-5843,80524878854
"17188";-5843,80523595851;-5843,80523595851;-5843,80522313166;Inf;NA;-5843,80523595851
"17189";-5843,80522313166;-5843,80522313166;-5843,80521030797;Inf;NA;-5843,80522313166
"17190";-5843,80521030797;-5843,80521030797;-5843,80519748747;Inf;NA;-5843,80521030797
"17191";-5843,80519748747;-5843,80519748747;-5843,80518467013;Inf;NA;-5843,80519748747
"17192";-5843,80518467013;-5843,80518467013;-5843,80517185595;Inf;NA;-5843,80518467013
"17193";-5843,80517185595;-5843,80517185595;-5843,80515904495;Inf;NA;-5843,80517185595
"17194";-5843,80515904495;-5843,80515904495;-5843,80514623712;Inf;NA;-5843,80515904495
"17195";-5843,80514623712;-5843,80514623712;-5843,80513343245;Inf;NA;-5843,80514623712
"17196";-5843,80513343245;-5843,80513343245;-5843,80512063095;Inf;NA;-5843,80513343245
"17197";-5843,80512063095;-5843,80512063095;-5843,80510783261;Inf;NA;-5843,80512063095
"17198";-5843,80510783261;-5843,80510783261;-5843,80509503745;Inf;NA;-5843,80510783261
"17199";-5843,80509503745;-5843,80509503745;-5843,80508224544;Inf;NA;-5843,80509503745
"17200";-5843,80508224544;-5843,80508224544;-5843,8050694566;Inf;NA;-5843,80508224544
"17201";-5843,8050694566;-5843,8050694566;-5843,80505667092;Inf;NA;-5843,8050694566
"17202";-5843,80505667092;-5843,80505667092;-5843,80504388841;Inf;NA;-5843,80505667092
"17203";-5843,80504388841;-5843,80504388841;-5843,80503110906;Inf;NA;-5843,80504388841
"17204";-5843,80503110906;-5843,80503110906;-5843,80501833287;Inf;NA;-5843,80503110906
"17205";-5843,80501833287;-5843,80501833287;-5843,80500555984;Inf;NA;-5843,80501833287
"17206";-5843,80500555984;-5843,80500555984;-5843,80499278997;Inf;NA;-5843,80500555984
"17207";-5843,80499278997;-5843,80499278997;-5843,80498002326;Inf;NA;-5843,80499278997
"17208";-5843,80498002326;-5843,80498002326;-5843,80496725971;Inf;NA;-5843,80498002326
"17209";-5843,80496725971;-5843,80496725971;-5843,80495449931;Inf;NA;-5843,80496725971
"17210";-5843,80495449931;-5843,80495449931;-5843,80494174207;Inf;NA;-5843,80495449931
"17211";-5843,80494174207;-5843,80494174207;-5843,80492898799;Inf;NA;-5843,80494174207
"17212";-5843,80492898799;-5843,80492898799;-5843,80491623707;Inf;NA;-5843,80492898799
"17213";-5843,80491623707;-5843,80491623707;-5843,8049034893;Inf;NA;-5843,80491623707
"17214";-5843,8049034893;-5843,8049034893;-5843,80489074469;Inf;NA;-5843,8049034893
"17215";-5843,80489074469;-5843,80489074469;-5843,80487800322;Inf;NA;-5843,80489074469
"17216";-5843,80487800322;-5843,80487800322;-5843,80486526491;Inf;NA;-5843,80487800322
"17217";-5843,80486526491;-5843,80486526491;-5843,80485252976;Inf;NA;-5843,80486526491
"17218";-5843,80485252976;-5843,80485252976;-5843,80483979775;Inf;NA;-5843,80485252976
"17219";-5843,80483979775;-5843,80483979775;-5843,8048270689;Inf;NA;-5843,80483979775
"17220";-5843,8048270689;-5843,8048270689;-5843,8048143432;Inf;NA;-5843,8048270689
"17221";-5843,8048143432;-5843,8048143432;-5843,80480162064;Inf;NA;-5843,8048143432
"17222";-5843,80480162064;-5843,80480162064;-5843,80478890124;Inf;NA;-5843,80480162064
"17223";-5843,80478890124;-5843,80478890124;-5843,80477618499;Inf;NA;-5843,80478890124
"17224";-5843,80477618499;-5843,80477618499;-5843,80476347188;Inf;NA;-5843,80477618499
"17225";-5843,80476347188;-5843,80476347188;-5843,80475076192;Inf;NA;-5843,80476347188
"17226";-5843,80475076192;-5843,80475076192;-5843,80473805511;Inf;NA;-5843,80475076192
"17227";-5843,80473805511;-5843,80473805511;-5843,80472535144;Inf;NA;-5843,80473805511
"17228";-5843,80472535144;-5843,80472535144;-5843,80471265091;Inf;NA;-5843,80472535144
"17229";-5843,80471265091;-5843,80471265091;-5843,80469995353;Inf;NA;-5843,80471265091
"17230";-5843,80469995353;-5843,80469995353;-5843,8046872593;Inf;NA;-5843,80469995353
"17231";-5843,8046872593;-5843,8046872593;-5843,80467456821;Inf;NA;-5843,8046872593
"17232";-5843,80467456821;-5843,80467456821;-5843,80466188026;Inf;NA;-5843,80467456821
"17233";-5843,80466188026;-5843,80466188026;-5843,80464919545;Inf;NA;-5843,80466188026
"17234";-5843,80464919545;-5843,80464919545;-5843,80463651378;Inf;NA;-5843,80464919545
"17235";-5843,80463651378;-5843,80463651378;-5843,80462383526;Inf;NA;-5843,80463651378
"17236";-5843,80462383526;-5843,80462383526;-5843,80461115987;Inf;NA;-5843,80462383526
"17237";-5843,80461115987;-5843,80461115987;-5843,80459848762;Inf;NA;-5843,80461115987
"17238";-5843,80459848762;-5843,80459848762;-5843,80458581851;Inf;NA;-5843,80459848762
"17239";-5843,80458581851;-5843,80458581851;-5843,80457315254;Inf;NA;-5843,80458581851
"17240";-5843,80457315254;-5843,80457315254;-5843,8045604897;Inf;NA;-5843,80457315254
"17241";-5843,8045604897;-5843,8045604897;-5843,80454783;Inf;NA;-5843,8045604897
"17242";-5843,80454783;-5843,80454783;-5843,80453517344;Inf;NA;-5843,80454783
"17243";-5843,80453517344;-5843,80453517344;-5843,80452252001;Inf;NA;-5843,80453517344
"17244";-5843,80452252001;-5843,80452252001;-5843,80450986971;Inf;NA;-5843,80452252001
"17245";-5843,80450986971;-5843,80450986971;-5843,80449722256;Inf;NA;-5843,80450986971
"17246";-5843,80449722256;-5843,80449722256;-5843,80448457852;Inf;NA;-5843,80449722256
